Cell #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
316,,0.6183480000000001,0.8873021616157026,45.00001609038752,1.0484680888483606,0.6053333333333333,1.5500529573173851,1.5500529573173851,1.5500529573173851,1.5500529573173851
317,,17.313744000000003,4.695161714810381,74.45818523752926,5.6734634079831014,4.027301879943901,15.986794359760777,15.986794359760777,15.986794359760777,15.986794359760777
318,,44.727172,7.546416640669354,62.86595452053289,8.310478840466708,7.025437249542124,25.287112103665088,25.287112103665088,25.287112103665088,25.287112103665088
319,,22.466644000000002,5.348403460686841,-38.130660985650266,7.76676407300897,3.719412597267094,18.71079435976078,18.71079435976078,18.71079435976078,18.71079435976078
320,,3.5039720000000005,2.1122016272233,-58.693732065306,2.679023671274847,1.7059870158242134,6.2002118292695405,6.2002118292695405,6.2002118292695405,6.2002118292695405
321,,4.328436000000001,2.3475808574051906,31.71748575249332,3.7388091389797866,1.4280980136415493,7.48431774390431,7.48431774390431,7.48431774390431,7.48431774390431
322,,12.160844,3.9349291579589254,0.2225618844941769,5.204064980872364,3.0056638504490363,12.854423658539082,12.854423658539082,12.854423658539082,12.854423658539082
323,,15.870932000000002,4.495275101059192,-70.57891306895536,10.267935460003894,2.348206073859795,21.32463548780862,21.32463548780862,21.32463548780862,21.32463548780862
324,,46.788332000000004,7.718338845541678,51.14551665482152,8.990809264851782,6.7345774004799575,25.553059146347703,25.553059146347703,25.553059146347703,25.553059146347703
325,,42.047664000000005,7.316881068360828,77.13605088455527,9.618649957933844,5.775719527684786,25.598688445126008,25.598688445126008,25.598688445126008,25.598688445126008
326,,11.542496000000002,3.833583487045435,-53.41888736576439,4.220852193581331,3.473458951314997,11.492423658539082,11.492423658539082,11.492423658539082,11.492423658539082
327,,44.108824000000006,7.494070922306742,26.367257049760813,8.090160715569258,7.072124596453536,24.37911210366509,24.37911210366509,24.37911210366509,24.37911210366509
328,,22.260528,5.323812969694215,-85.84436373119871,7.089113576612876,4.042173039553903,17.69263548780862,17.69263548780862,17.69263548780862,17.69263548780862
329,,17.932092,4.778268374027254,3.359213417800651,5.173171917290736,4.468623252080697,15.124423658539081,15.124423658539081,15.124423658539081,15.124423658539081
330,,11.954728000000001,3.9014397901483373,-20.342347549331183,4.581039804531794,3.3893598801670177,12.400423658539081,12.400423658539081,12.400423658539081,12.400423658539081
331,,9.481336,3.4744800952259185,73.44241189007208,5.5465987686099725,2.1971486243242695,12.02431774390431,12.02431774390431,12.02431774390431,12.02431774390431
332,,8.862988000000001,3.359271767230691,73.92058671123235,4.9311604339460064,2.354676890860692,10.960529573173853,10.960529573173853,10.960529573173853,10.960529573173853
333,,101.61518800000002,11.37455386849515,6.127229897346069,14.003570009491005,9.64893533851294,41.38406533537802,41.38406533537802,41.38406533537802,41.38406533537802
334,,12.779192000000002,4.033729366747754,51.87619244139956,4.997373299807715,3.334013930542206,13.152635487808622,13.152635487808622,13.152635487808622,13.152635487808622
